;rating_ratingValue;rating_worstRating;rating_bestRating;rating_alternateName;creativeWork_author_name;creativeWork_datePublished;creativeWork_author_sameAs;claimReview_author_name;claimReview_author_url;claimReview_url;claimReview_claimReviewed;claimReview_datePublished;claimReview_source;claimReview_author;extra_body;extra_refered_links;extra_title;extra_tags;extra_entities_claimReview_claimReviewed;extra_entities_body;extra_entities_keywords;extra_entities_author;related_links
0;;;;False;fatabyyano;2020-07-06;;fatabyyano;;https://fatabyyano.net/%d8%ac%d8%a8%d8%a7%d9%84-%d8%af%d8%a7%d9%86%d9%83%d8%b3%d9%8a%d8%a7-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%8a%d9%86-%d8%b0%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3%d9%84%d9%88%d8%a7%d9%86/;"""جبال دانكسيا في الصين ذات الألوان الزاهية – الصورة معدلة بالفوتوشوب وليست حقيقية""";2020-07-06;fatabyyano;;;;"""جبال دانكسيا في الصين ذات الألوان الزاهية – الصورة معدلة بالفوتوشوب وليست حقيقية""";;;;;;
1;;;;False;fatabyyano;2016-11-15;;fatabyyano;;https://fatabyyano.net/myth-unesco/;"""(إشاعة) اليونسكو :الإسلام الدين الأكثر سلمية في العالم!""";2016-11-15;fatabyyano;;;;"""(إشاعة) اليونسكو :الإسلام الدين الأكثر سلمية في العالم!""";;;;;;
2;;;;False;fatabyyano;2021-07-21;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d8%a7-%d9%85%d8%b4%d9%87%d8%af-%d8%aa%d9%85%d8%ab%d9%8a%d9%84%d9%8a-%d9%88%d9%84%d9%8a%d8%b3-%d8%ad%d9%82%d9%8a%d9%82%d9%8a%d8%a7/;"""هذا المقطع المتداول ليس حقيقيا بل هو مشهد تمثيلي صُور في موقع مستشفى الحسين بالناصرية""";2021-07-21;fatabyyano;;;;"""هذا المقطع المتداول ليس حقيقيا بل هو مشهد تمثيلي صُور في موقع مستشفى الحسين بالناصرية""";;;;;;
3;;;;False;fatabyyano;2021-07-19;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d8%aa%d8%b9%d9%88%d8%af-%d8%a5%d9%84%d9%89-%d9%81%d9%8a%d8%b6%d8%a7%d9%86%d8%a7%d8%aa-%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a%d8%a7-%d9%88%d9%84/;"""هذه الصورة تعود إلى فيضانات ألمانيا وليس هولندا ولا تعود إلى الفيضانات الأخيرة""";2021-07-19;fatabyyano;;;;"""هذه الصورة تعود إلى فيضانات ألمانيا وليس هولندا ولا تعود إلى الفيضانات الأخيرة""";;;;;;
4;;;;False;fatabyyano;2021-07-19;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d8%a7-%d8%ad%d8%a7%d8%af%d8%ab-%d8%a5%d8%b7%d9%84%d8%a7%d9%82-%d9%86%d8%a7%d8%b1-%d9%88%d9%82%d8%b9-%d9%81%d9%8a-%d8%a7%d9%84%d8%b3%d9%88%d9%8a%d8%af%d8%8c-%d9%88%d9%84%d9%8a%d8%b3-%d8%b9/;"""هذا حادث إطلاق نار وقع في السويد، وليس عملية تصفية مهرب في لبنان""";2021-07-19;fatabyyano;;;;"""هذا حادث إطلاق نار وقع في السويد، وليس عملية تصفية مهرب في لبنان""";;;;;;
5;;;;False;fatabyyano;2021-07-19;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d9%84%d8%a7-%d8%b9%d9%84%d8%a7%d9%82%d8%a9-%d9%84%d9%87%d8%a7-%d8%a8%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1-%d8%a8%d9%84-%d8%aa%d8%b9%d9%88/;"""هذه الصورة لا علاقة لها بالجزائر بل تعود إلى الفيلم الوثائقي “أموسّو” الذي صُور في المغرب""";2021-07-19;fatabyyano;;;;"""هذه الصورة لا علاقة لها بالجزائر بل تعود إلى الفيلم الوثائقي “أموسّو” الذي صُور في المغرب""";;;;;;
6;;;;False;fatabyyano;2021-07-18;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d8%aa%d8%b9%d9%88%d8%af-%d9%84%d9%82%d8%a7%d9%84%d8%a8-%d8%ad%d9%84%d9%88%d9%89-%d8%a3%d9%8f%d8%b9%d8%af-%d9%81%d9%8a-%d8%aa%d8%b5%d9%88%d9%8a/;"""هذه الصورة تعود لقالب حلوى أُعد في تصوير أغنية وليس حفل طلاق""";2021-07-18;fatabyyano;;;;"""هذه الصورة تعود لقالب حلوى أُعد في تصوير أغنية وليس حفل طلاق""";;;;;;
7;;;;False;fatabyyano;2021-07-18;;fatabyyano;;https://fatabyyano.net/%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d9%84%d8%a7-%d8%aa%d8%b9%d9%88%d8%af-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d9%85%d8%a7%d9%81%d9%8a%d8%a7-%d8%a7%d9%84%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a%d8%a9/;"""هذه الصورة لا تعود إلى المافيا الإيطالية بل التقطت من أمام مقر BMW في ألمانيا""";2021-07-18;fatabyyano;;;;"""هذه الصورة لا تعود إلى المافيا الإيطالية بل التقطت من أمام مقر BMW في ألمانيا""";;;;;;
8;;;;False;fatabyyano;2021-07-17;;fatabyyano;;https://fatabyyano.net/%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d9%82%d8%af%d9%8a%d9%85%d8%a9-%d9%85%d9%86-%d9%88%d9%84%d8%a7%d9%8a%d8%a9-%d9%86%d9%8a%d9%88-%d8%ac%d9%8a%d8%b1%d8%b3%d9%8a-%d8%a7%d9%84%d8%a3%d9%85%d8%b1%d9%8a/;"""الصورة قديمة من ولاية نيو جيرسي الأمريكية وليست من غابات خنشلة الجزائرية بعد الحريق الأخير""";2021-07-17;fatabyyano;;;;"""الصورة قديمة من ولاية نيو جيرسي الأمريكية وليست من غابات خنشلة الجزائرية بعد الحريق الأخير""";;;;;;
9;;;;False;fatabyyano;2021-07-17;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d8%a7-%d8%a7%d9%84%d9%85%d9%82%d8%b7%d8%b9-%d9%8a%d8%b8%d9%87%d8%b1-%d8%a3%d8%ad%d8%af-%d8%a7%d9%84%d9%86%d8%a7%d8%ac%d9%8a%d9%86-%d9%85%d9%86-%d8%a7%d9%86%d9%81%d8%ac%d8%a7%d8%b1-%d8%a7/;"""هذا المقطع يظهر أحد الناجين من انفجار الكرادة عام 2016، وليس من حريق مستشفى الحسين""";2021-07-17;fatabyyano;;;;"""هذا المقطع يظهر أحد الناجين من انفجار الكرادة عام 2016، وليس من حريق مستشفى الحسين""";;;;;;
10;;;;True;fatabyyano;2021-07-16;;fatabyyano;;https://fatabyyano.net/%d9%82%d8%b5%d8%a9-%d8%a7%d9%84%d8%a3%d9%86%d9%85%d9%8a-%d8%a7%d9%84%d8%b4%d9%87%d9%8a%d8%b1-%d8%b3%d8%a7%d9%84%d9%8a-%d8%ae%d9%8a%d8%a7%d9%84%d9%8a%d8%a9-%d9%88%d9%84%d9%8a%d8%b3%d8%aa-%d8%ad%d9%82/;"""قصة الأنمي الشهير سالي خيالية وليست حقيقية وصورة هذه الطفلة لا تعود لها""";2021-07-16;fatabyyano;;;;"""قصة الأنمي الشهير سالي خيالية وليست حقيقية وصورة هذه الطفلة لا تعود لها""";;;;;;
11;;;;False;fatabyyano;2021-07-16;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d8%a7-%d8%a7%d9%84%d9%85%d9%82%d8%b7%d8%b9-%d9%8a%d8%b9%d9%88%d8%af-%d8%a5%d9%84%d9%89-%d8%b3%d8%af-%d9%81%d9%8a-%d8%a7%d9%84%d8%a8%d8%b1%d8%a7%d8%b2%d9%8a%d9%84-%d9%88%d9%84%d9%8a%d8%b3/;"""هذا المقطع يعود إلى سد في البرازيل وليس سد النهضة الإثيوبي أو السد العالي في مصر""";2021-07-16;fatabyyano;;;;"""هذا المقطع يعود إلى سد في البرازيل وليس سد النهضة الإثيوبي أو السد العالي في مصر""";;;;;;
12;;;;False;fatabyyano;2021-07-15;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d8%a7-%d8%b9%d8%b1%d8%b6-%d8%ba%d9%8a%d8%b1-%d8%ad%d9%82%d9%8a%d9%82%d9%8a-%d9%84%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa-%d9%81%d9%8a-%d9%84%d9%86%d8%af%d9%86%d8%8c-%d9%88%d9%84%d9%8a/;"""هذا عرض غير حقيقي للطائرات في لندن، وليس استعراض للطيران الإيطالي بمناسبة فوز إيطاليا""";2021-07-15;fatabyyano;;;;"""هذا عرض غير حقيقي للطائرات في لندن، وليس استعراض للطيران الإيطالي بمناسبة فوز إيطاليا""";;;;;;
13;;;;False;fatabyyano;2021-07-15;;fatabyyano;;https://fatabyyano.net/%d8%a7%d9%84%d9%85%d9%82%d8%b7%d8%b9-%d8%b5%d9%88%d8%b1-%d9%81%d9%8a-%d8%a3%d9%84%d8%a8%d8%a7%d9%86%d9%8a%d8%a7-%d9%88%d9%84%d9%8a%d8%b3-%d9%85%d8%b3%d8%aa%d8%b4%d9%81%d9%89-%d8%a7%d9%84%d8%ad%d8%b3/;"""هذا المقطع المتداول قديم صور في ألبانيا ولا علاقة له بحادث مستشفى الحسين في العراق""";2021-07-15;fatabyyano;;;;"""هذا المقطع المتداول قديم صور في ألبانيا ولا علاقة له بحادث مستشفى الحسين في العراق""";;;;;;
14;;;;False;fatabyyano;2021-07-14;;fatabyyano;;https://fatabyyano.net/%d9%84%d8%a7-%d9%84%d9%85-%d8%aa%d8%aa%d9%84%d9%82-%d9%85%d8%a8%d9%84%d8%ba-%d9%85%d8%a7%d9%84%d9%8a-%d9%85%d9%86-%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a%d8%a7/;"""لا، لم تتلق هذه الفتاة أي مبلغ مالي من ألمانيا بسبب بكائها على هزيمة منتخب بلادها ضد إنجلترا""";2021-07-14;fatabyyano;;;;"""لا، لم تتلق هذه الفتاة أي مبلغ مالي من ألمانيا بسبب بكائها على هزيمة منتخب بلادها ضد إنجلترا""";;;;;;
15;;;;False;fatabyyano;2021-07-13;;fatabyyano;;https://fatabyyano.net/%d8%b5%d9%88%d8%b1%d8%a9-%d9%85%d9%86-%d9%85%d8%aa%d8%ad%d9%81-%d9%84%d9%84%d8%ae%d9%8a%d9%88%d9%84-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%8a%d9%86-%d9%88%d9%84%d9%8a%d8%b3-%d8%af%d8%a8%d9%8a/;"""هذه صورة من متحف للخيول في الصين، وليس إسطبل خيول في دبي""";2021-07-13;fatabyyano;;;;"""هذه صورة من متحف للخيول في الصين، وليس إسطبل خيول في دبي""";;;;;;
16;;;;False;fatabyyano;2021-07-13;;fatabyyano;;https://fatabyyano.net/%d9%85%d9%82%d8%b7%d8%b9-%d8%aa%d9%85%d8%ab%d9%8a%d9%84%d9%8a-%d9%84%d8%ae%d8%b7%d9%81-%d8%b7%d9%81%d9%84-%d9%81%d9%8a-%d9%85%d8%b5%d8%b1-%d8%a3%d9%85%d8%a7%d9%85-%d9%85%d9%86%d9%87/;"""هذا المقطع تمثيلي لخطف طفل في مصر من أمام منزله بغرض التوعية وغير واقعي""";2021-07-13;fatabyyano;;;;"""هذا المقطع تمثيلي لخطف طفل في مصر من أمام منزله بغرض التوعية وغير واقعي""";;;;;;
17;;;;False;fatabyyano;2021-07-12;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%ae%d8%b1%d9%8a%d8%b7%d8%a9-%d9%84%d8%a7-%d8%aa%d8%b3%d8%aa%d9%86%d8%af-%d9%84%d9%85%d8%b5%d8%af%d8%b1-%d8%b9%d9%84%d9%85%d9%8a-2050/;"""هذه الخريطة صدرت عن تنبؤات لا تستند لمصدر علمي ولا تتنبأ بشكل العالم عام 2050""";2021-07-12;fatabyyano;;;;"""هذه الخريطة صدرت عن تنبؤات لا تستند لمصدر علمي ولا تتنبأ بشكل العالم عام 2050""";;;;;;
18;;;;False;fatabyyano;2021-07-12;;fatabyyano;;https://fatabyyano.net/%d9%84%d9%8a%d8%b3%d8%aa-%d8%b5%d8%ad%d8%b1%d8%a7%d8%a1-%d9%86%d8%a7%d9%85%d9%8a%d8%a8%d9%8a%d8%a7%d8%8c-%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d8%b9%d8%a8%d8%a7%d8%b1%d8%a9-%d8%b9/;"""ليست صحراء ناميبيا، هذه الصورة عبارة عن عمل فني تخيّلي""";2021-07-12;fatabyyano;;;;"""ليست صحراء ناميبيا، هذه الصورة عبارة عن عمل فني تخيّلي""";;;;;;
19;;;;False;fatabyyano;2021-07-11;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d8%a7-%d8%ad%d8%a7%d8%af%d8%ab-%d9%81%d9%8a-%d9%85%d8%b5%d9%86%d8%b9-%d9%83%d9%8a%d9%85%d8%a7%d9%88%d9%8a%d8%a7%d8%aa-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%8a%d9%86%d8%8c-%d9%88%d9%84%d9%8a/;"""هذا حادث في مصنع كيماويات في الصين، وليس تبخر خبير إيراني في منشأة تخصيب يورانيوم""";2021-07-11;fatabyyano;;;;"""هذا حادث في مصنع كيماويات في الصين، وليس تبخر خبير إيراني في منشأة تخصيب يورانيوم""";;;;;;
20;;;;False;fatabyyano;2021-07-11;;fatabyyano;;https://fatabyyano.net/%d9%85%d9%82%d8%b7%d8%b9-%d9%8a%d8%b5%d9%88%d8%b1-%d8%a7%d9%86%d9%87%d9%8a%d8%a7%d8%b1%d8%a7-%d8%ac%d9%84%d9%8a%d8%af%d9%8a%d8%a7-%d8%aa%d9%85%d8%ab%d9%8a%d9%84%d9%8a/;"""هذا المقطع الذي يصور انهيارا جليديا تمثيليٌّ ومقتبس من الفيلم السويدي “القوة القاهرة”""";2021-07-11;fatabyyano;;;;"""هذا المقطع الذي يصور انهيارا جليديا تمثيليٌّ ومقتبس من الفيلم السويدي “القوة القاهرة”""";;;;;;
21;;;;False;fatabyyano;2021-07-10;;fatabyyano;;https://fatabyyano.net/%d8%b5%d9%88%d8%b1%d8%a9-%d8%b4%d8%a7%d8%b7%d8%a6-%d9%81%d9%8a-%d8%ac%d8%b2%d9%8a%d8%b1%d8%a9-%d8%b3%d8%b1%d8%af%d9%8a%d9%86%d9%8a%d8%a7-%d9%84%d9%8a%d8%b3-%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1/;"""صورة هذا الشاطئ لا تعود لولاية سكيكدة الجزائرية بل جزيرة سردينيا الإيطالية""";2021-07-10;fatabyyano;;;;"""صورة هذا الشاطئ لا تعود لولاية سكيكدة الجزائرية بل جزيرة سردينيا الإيطالية""";;;;;;
22;;;;False;fatabyyano;2021-07-10;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d8%aa%d8%b9%d9%88%d8%af-%d8%a5%d9%84%d9%89-%d8%ad%d8%b1%d8%a7%d8%a6%d9%82-%d8%b3%d9%88%d8%b1%d9%8a%d8%a7-%d8%b9%d8%a7%d9%85-2020-%d9%88%d9%84/;"""هذه الصورة تعود إلى حرائق سوريا عام 2020 وليس لها علاقة بحرائق الجزائر الأخيرة""";2021-07-10;fatabyyano;;;;"""هذه الصورة تعود إلى حرائق سوريا عام 2020 وليس لها علاقة بحرائق الجزائر الأخيرة""";;;;;;
23;;;;False;fatabyyano;2021-07-09;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d8%b9%d8%a8%d8%a7%d8%b1%d8%a9-%d8%b9%d9%86-%d8%aa%d8%b5%d9%85%d9%8a%d9%85-%d9%81%d9%86%d9%8a-%d9%88%d9%84%d9%8a%d8%b3%d8%aa-%d8%b5%d9%88%d8%b1/;"""هذه الصورة عبارة عن تصميم فني وليست صورة لمطار الكويت""";2021-07-09;fatabyyano;;;;"""هذه الصورة عبارة عن تصميم فني وليست صورة لمطار الكويت""";;;;;;
24;;;;False;fatabyyano;2021-07-09;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1-%d9%84%d9%8a%d8%b3%d8%aa-%d8%a8%d8%b3%d8%a8%d8%a8-%d8%a7%d8%b1%d8%aa%d9%81%d8%a7%d8%b9-%d8%b1%d8%ac%d8%a7%d8%aa-%d8%a7%d9%84%d8%ad%d8%b1%d8%a7/;"""هذه الصور ليست بسبب ارتفاع درجات الحرارة وليس لها علاقة بالكويت""";2021-07-09;fatabyyano;;;;"""هذه الصور ليست بسبب ارتفاع درجات الحرارة وليس لها علاقة بالكويت""";;;;;;
25;;;;False;fatabyyano;2021-07-08;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d8%a7-%d8%a7%d9%84%d9%85%d9%82%d8%b7%d8%b9-%d9%8a%d8%b9%d9%88%d8%af-%d8%a5%d9%84%d9%89-%d8%b1%d9%88%d8%a8%d9%88%d8%aa-%d8%aa%d8%b1%d9%81%d9%8a%d9%87%d9%8a-%d9%8a%d8%af%d8%b9%d9%89/;"""هذا المقطع يعود إلى الروبوت الترفيهي “تيتان”وليس حارس شخصي لملك البحرين""";2021-07-08;fatabyyano;;;;"""هذا المقطع يعود إلى الروبوت الترفيهي “تيتان”وليس حارس شخصي لملك البحرين""";;;;;;
26;;;;False;fatabyyano;2021-07-07;;fatabyyano;;https://fatabyyano.net/%d8%b5%d9%88%d8%b1%d8%a9-%d8%ad%d8%a7%d9%88%d9%8a%d8%a9-%d8%a7%d9%84%d9%82%d9%85%d8%a7%d9%85%d8%a9-%d9%87%d8%b0%d9%87-%d8%aa%d8%b9%d9%88%d8%af-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8/;"""صورة حاوية القمامة هذه تعود إلى المغرب وليس الجزائر""";2021-07-07;fatabyyano;;;;"""صورة حاوية القمامة هذه تعود إلى المغرب وليس الجزائر""";;;;;;
27;;;;False;fatabyyano;2021-07-05;;fatabyyano;;https://fatabyyano.net/%d9%84%d9%85-%d8%aa%d8%ad%d8%aa%d9%81%d9%84-%d8%af%d8%a8%d9%8a-%d8%a8%d9%8041%d8%b3%d9%86%d8%a9-%d8%b9%d8%af%d9%85-%d8%a7%d9%86%d9%82%d8%b7%d8%a7%d8%b9-%d8%a7%d9%84%d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1/;"""لم تحتفل دبي بمرور 41 سنة على عدم انقطاع الكهرباء""";2021-07-05;fatabyyano;;;;"""لم تحتفل دبي بمرور 41 سنة على عدم انقطاع الكهرباء""";;;;;;
28;;;;False;fatabyyano;2021-07-05;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%b5%d9%88%d8%b1%d8%a9-%d9%85%d9%81%d8%a8%d8%b1%d9%83%d8%a9-%d9%84%d8%b5%d8%a7%d8%b1%d9%88%d8%ae-%d8%a8%d8%a7%d9%84%d9%8a%d8%b3%d8%aa%d9%8a-%d9%8a%d8%b9%d9%88%d8%af-%d8%a5%d9%84/;"""هذه صورة مفبركة لصاروخ باليستي يعود إلى كوريا الشمالية وليس تركيا""";2021-07-05;fatabyyano;;;;"""هذه صورة مفبركة لصاروخ باليستي يعود إلى كوريا الشمالية وليس تركيا""";;;;;;
29;;;;False;fatabyyano;2021-07-04;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d9%84%d9%85%d9%82%d8%aa%d8%af%d9%89-%d8%a7%d9%84%d8%b5%d8%af%d8%b1-%d9%81%d9%8a-%d9%85%d9%83%d8%aa%d8%a8-%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84/;"""هذه الصورة لمقتدى الصدر في مكتب وزير الكهرباء العراقي مفبركة وغير حقيقية""";2021-07-04;fatabyyano;;;;"""هذه الصورة لمقتدى الصدر في مكتب وزير الكهرباء العراقي مفبركة وغير حقيقية""";;;;;;
30;;;;False;fatabyyano;2021-07-04;;fatabyyano;;https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a9-%d9%82%d8%af%d9%8a%d9%85%d8%a9-%d9%88%d8%aa%d8%b9%d9%88%d8%af-%d8%a5%d9%84%d9%89-%d8%ad%d8%a7%d8%af%d8%ab-%d8%aa%d8%b5%d8%a7%d8%af%d9%85-%d8%b4/;"""هذه الصورة قديمة وتعود إلى حادث تصادم شاحنات في المغرب وليس في تونس""";2021-07-04;fatabyyano;;;;"""هذه الصورة قديمة وتعود إلى حادث تصادم شاحنات في المغرب وليس في تونس""";;;;;;
31;;;;False;fatabyyano;2021-07-03;;fatabyyano;;https://fatabyyano.net/%d8%a7%d9%84%d9%85%d9%82%d8%b7%d8%b9-%d9%82%d8%af%d9%8a%d9%85-%d9%84%d8%b1%d8%a6%d9%8a%d8%b3-%d8%a7%d9%84%d8%b3%d9%88%d8%af%d8%a7%d9%86-%d8%a7%d9%84%d8%b3%d8%a7%d8%a8%d9%82-%d9%88%d9%85%d9%81%d8%a8/;"""هذا المقطع قديم لرئيس السودان السابق والصوت فيه مركّب""";2021-07-03;fatabyyano;;;;"""هذا المقطع قديم لرئيس السودان السابق والصوت فيه مركّب""";;;;;;
